코드/티커,국가,이름
466400,KRETF.CSV,1Q 25-08 회사채(A+이상)액티브
491610,KRETF.CSV,1Q CD금리액티브(합성)
451060,KRETF.CSV,1Q K200액티브
463290,KRETF.CSV,1Q 단기금융채액티브
479080,KRETF.CSV,1Q 머니마켓액티브
0004G0,KRETF.CSV,1Q 미국배당30
472350,KRETF.CSV,1Q 차이나H(H)
495330,KRETF.CSV,1Q 코리아밸류업
492500,KRETF.CSV,1Q 현대차그룹채권(A+이상)&국고통안
473440,KRETF.CSV,ACE 11월만기자동연장회사채AA-이상액티브
105190,KRETF.CSV,ACE 200
332500,KRETF.CSV,ACE 200TR
461260,KRETF.CSV,ACE 25-06 회사채(AA-이상)액티브
461270,KRETF.CSV,ACE 26-06 회사채(AA-이상)액티브
475260,KRETF.CSV,ACE 2월만기자동연장회사채AA-이상액티브
385600,KRETF.CSV,ACE 2차전지&친환경차액티브
475270,KRETF.CSV,ACE 5월만기자동연장회사채AA-이상액티브
475280,KRETF.CSV,ACE 8월만기자동연장회사채AA-이상액티브
469150,KRETF.CSV,ACE AI반도체포커스
487340,KRETF.CSV,ACE CD금리&초단기채권액티브
385590,KRETF.CSV,ACE ESG액티브
380340,KRETF.CSV,ACE Fn5G플러스
226380,KRETF.CSV,ACE Fn성장소비주도주
475050,KRETF.CSV,ACE KPOP포커스
411060,KRETF.CSV,ACE KRX금현물
225130,KRETF.CSV,ACE 골드선물 레버리지(합성 H)
483340,KRETF.CSV,ACE 구글밸류체인액티브
365780,KRETF.CSV,ACE 국고채10년
114460,KRETF.CSV,ACE 국고채3년
494340,KRETF.CSV,ACE 글로벌AI맞춤형반도체
411050,KRETF.CSV,ACE 글로벌메타버스테크액티브
446770,KRETF.CSV,ACE 글로벌반도체TOP4 Plus SOLACTIVE
435040,KRETF.CSV,ACE 글로벌브랜드TOP10블룸버그
497510,KRETF.CSV,ACE 글로벌빅파마
460960,KRETF.CSV,ACE 글로벌인컴TOP10 SOLACTIVE
414270,KRETF.CSV,ACE 글로벌자율주행액티브
440640,KRETF.CSV,ACE 단기채권알파액티브
190620,KRETF.CSV,ACE 단기통안채
494330,KRETF.CSV,ACE 라이프자산주주가치액티브
265690,KRETF.CSV,ACE 러시아MSCI(합성)
152500,KRETF.CSV,ACE 레버리지
483330,KRETF.CSV,ACE 마이크로소프트밸류체인액티브
291130,KRETF.CSV,ACE 멕시코MSCI(합성)
452250,KRETF.CSV,ACE 미국30년국채선물레버리지(합성 H)
476760,KRETF.CSV,ACE 미국30년국채액티브
453850,KRETF.CSV,ACE 미국30년국채액티브(H)
476750,KRETF.CSV,ACE 미국30년국채엔화노출액티브(H)
480030,KRETF.CSV,ACE 미국500데일리타겟커버드콜(합성)
280320,KRETF.CSV,ACE 미국IT인터넷S&P(합성 H)
360200,KRETF.CSV,ACE 미국S&P500
438080,KRETF.CSV,ACE 미국S&P500채권혼합액티브
309230,KRETF.CSV,ACE 미국WideMoat동일가중
367380,KRETF.CSV,ACE 미국나스닥100
438100,KRETF.CSV,ACE 미국나스닥100채권혼합액티브
456880,KRETF.CSV,ACE 미국달러SOFR금리(합성)
440650,KRETF.CSV,ACE 미국달러단기채권액티브
480040,KRETF.CSV,ACE 미국반도체데일리타겟커버드콜(합성)
402970,KRETF.CSV,ACE 미국배당다우존스
181480,KRETF.CSV,ACE 미국부동산리츠(합성 H)
480020,KRETF.CSV,ACE 미국빅테크7+데일리타겟커버드콜(합성)
465580,KRETF.CSV,ACE 미국빅테크TOP7 Plus
465610,KRETF.CSV,ACE 미국빅테크TOP7 Plus레버리지(합성)
465620,KRETF.CSV,ACE 미국빅테크TOP7 Plus인버스(합성)
473590,KRETF.CSV,ACE 미국주식베스트셀러
0008E0,KRETF.CSV,ACE 미국중심중소형제조업
391600,KRETF.CSV,ACE 미국친환경그린테마INDXX
455660,KRETF.CSV,ACE 미국하이일드액티브(H)
245710,KRETF.CSV,ACE 베트남VN30(합성)
131890,KRETF.CSV,ACE 삼성그룹동일가중
108450,KRETF.CSV,ACE 삼성그룹섹터가중
316300,KRETF.CSV,ACE 싱가포르리츠
277540,KRETF.CSV,ACE 아시아TOP50S&P
483420,KRETF.CSV,ACE 애플밸류체인액티브
483320,KRETF.CSV,ACE 엔비디아밸류체인액티브
448540,KRETF.CSV,ACE 엔비디아채권혼합블룸버그
433500,KRETF.CSV,ACE 원자력테마딥서치
256440,KRETF.CSV,ACE 인도네시아MSCI(합성)
487920,KRETF.CSV,ACE 인도시장대표BIG5그룹액티브
487910,KRETF.CSV,ACE 인도컨슈머파워액티브
145670,KRETF.CSV,ACE 인버스
497520,KRETF.CSV,ACE 일라이릴리밸류체인
238720,KRETF.CSV,ACE 일본Nikkei225(H)
196030,KRETF.CSV,ACE 일본TOPIX레버리지(H)
205720,KRETF.CSV,ACE 일본TOPIX인버스(합성 H)
469160,KRETF.CSV,ACE 일본반도체
356540,KRETF.CSV,ACE 종합채권(AA-이상)KIS액티브
447430,KRETF.CSV,ACE 주주환원가치주액티브
416090,KRETF.CSV,ACE 중국과창판STAR50
168580,KRETF.CSV,ACE 중국본토CSI300
219900,KRETF.CSV,ACE 중국본토CSI300레버리지(합성)
272910,KRETF.CSV,ACE 중장기국공채액티브
371870,KRETF.CSV,ACE 차이나항셍테크
496120,KRETF.CSV,ACE 코리아밸류업
354500,KRETF.CSV,ACE 코스닥150
305050,KRETF.CSV,ACE 코스피
457480,KRETF.CSV,ACE 테슬라밸류체인액티브
469170,KRETF.CSV,ACE 포스코그룹포커스
261920,KRETF.CSV,ACE 필리핀MSCI(합성)
495710,KRETF.CSV,BNK 26-06 특수채(AAA이상)액티브
466810,KRETF.CSV,BNK 2차전지양극재
457930,KRETF.CSV,BNK 미래전략기술액티브
487750,KRETF.CSV,BNK 온디바이스AI
445690,KRETF.CSV,BNK 주주가치액티브
486240,KRETF.CSV,DAISHIN343 AI반도체&인프라액티브
434960,KRETF.CSV,DAISHIN343 K200
448570,KRETF.CSV,FOCUS AI코리아액티브
285690,KRETF.CSV,FOCUS ESG리더스
292730,KRETF.CSV,FOCUS KRX300
293180,KRETF.CSV,HANARO 200
407310,KRETF.CSV,HANARO 200 TOP10
332930,KRETF.CSV,HANARO 200TR
304780,KRETF.CSV,HANARO 200선물레버리지
486780,KRETF.CSV,HANARO 200선물레버리지1.5X
306520,KRETF.CSV,HANARO 200선물인버스
489570,KRETF.CSV,HANARO 25-12 은행채(AA+이상)액티브
448490,KRETF.CSV,HANARO 32-10 국고채액티브
454320,KRETF.CSV,HANARO CAPEX설비투자iSelect
471290,KRETF.CSV,HANARO CD금리액티브(합성)
395290,KRETF.CSV,HANARO Fn K-POP&미디어
395280,KRETF.CSV,HANARO Fn K-게임
368190,KRETF.CSV,HANARO Fn K-뉴딜디지털플러스
402460,KRETF.CSV,HANARO Fn K-메타버스MZ
395270,KRETF.CSV,HANARO Fn K-반도체
438900,KRETF.CSV,HANARO Fn K-푸드
367740,KRETF.CSV,HANARO Fn5G산업
407300,KRETF.CSV,HANARO Fn골프테마
381560,KRETF.CSV,HANARO Fn전기&수소차
441540,KRETF.CSV,HANARO Fn조선해운
381570,KRETF.CSV,HANARO Fn친환경에너지
473380,KRETF.CSV,HANARO K-메디테크
479850,KRETF.CSV,HANARO K-뷰티
346000,KRETF.CSV,HANARO KAP초장기국고채
453060,KRETF.CSV,HANARO KOFR금리액티브(합성)
304760,KRETF.CSV,HANARO KRX300
332940,KRETF.CSV,HANARO MSCI Korea TR
322400,KRETF.CSV,HANARO e커머스
322410,KRETF.CSV,HANARO 고배당
473640,KRETF.CSV,HANARO 글로벌금채굴기업
354350,KRETF.CSV,HANARO 글로벌럭셔리S&P(합성)
464060,KRETF.CSV,HANARO 글로벌반도체TOP10 SOLACTIVE
432850,KRETF.CSV,HANARO 글로벌백신치료제MSCI
461340,KRETF.CSV,HANARO 글로벌생성형AI액티브
448510,KRETF.CSV,HANARO 글로벌신재생에너지MSCI(합성)
424460,KRETF.CSV,HANARO 글로벌워터MSCI(합성)
401590,KRETF.CSV,HANARO 글로벌탄소배출권선물ICE(합성)
314700,KRETF.CSV,HANARO 농업융복합산업
390950,KRETF.CSV,HANARO 단기채권액티브
486830,KRETF.CSV,HANARO 머니마켓액티브
432840,KRETF.CSV,HANARO 미국S&P500
419170,KRETF.CSV,HANARO 미국메타버스iSelect
472490,KRETF.CSV,HANARO 미국애그테크
498050,KRETF.CSV,HANARO 바이오코리아액티브
476260,KRETF.CSV,HANARO 반도체핵심공정주도주
434730,KRETF.CSV,HANARO 원자력iSelect
491820,KRETF.CSV,HANARO 전력설비투자
461500,KRETF.CSV,HANARO 종합채권(AA-이상)액티브
482870,KRETF.CSV,HANARO 주주가치성장코리아액티브
495750,KRETF.CSV,HANARO 코리아밸류업
304770,KRETF.CSV,HANARO 코스닥150
306530,KRETF.CSV,HANARO 코스닥150선물레버리지
486790,KRETF.CSV,HANARO 코스닥150선물레버리지1.5X
375760,KRETF.CSV,HANARO 탄소효율그린뉴딜
491700,KRETF.CSV,HK 200
0000Y0,KRETF.CSV,HK 26-12 회사채(AA-이상)액티브
215620,KRETF.CSV,HK S&P코리아로우볼
391670,KRETF.CSV,HK 베스트일레븐액티브
472920,KRETF.CSV,HK 종합채권(AA-이상)액티브
472840,KRETF.CSV,ITF 200
0005G0,KRETF.CSV,ITF K-AI반도체코어테크
483570,KRETF.CSV,KCGI 미국S&P500 TOP10
407170,KRETF.CSV,KCGI 스마트커머스액티브
407160,KRETF.CSV,KCGI 테크미디어텔레콤액티브
069660,KRETF.CSV,KIWOOM 200
294400,KRETF.CSV,KIWOOM 200TR
253250,KRETF.CSV,KIWOOM 200선물레버리지
253240,KRETF.CSV,KIWOOM 200선물인버스
253230,KRETF.CSV,KIWOOM 200선물인버스2X
467620,KRETF.CSV,KIWOOM 25-09 미국채권(AA-이상)액티브
489870,KRETF.CSV,KIWOOM 25-09 회사채(AA-이상)액티브
464240,KRETF.CSV,KIWOOM 26-09회사채(AA-이상)액티브
458210,KRETF.CSV,KIWOOM CD금리액티브(합성)
460280,KRETF.CSV,KIWOOM Fn유전자혁신기술
488200,KRETF.CSV,KIWOOM K-2차전지북미공급망
488210,KRETF.CSV,KIWOOM K-반도체북미공급망
469790,KRETF.CSV,KIWOOM K-테크TOP10
100910,KRETF.CSV,KIWOOM KRX100
450120,KRETF.CSV,KIWOOM SK그룹대표주
435530,KRETF.CSV,KIWOOM TDF2030액티브
435540,KRETF.CSV,KIWOOM TDF2040액티브
435550,KRETF.CSV,KIWOOM TDF2050액티브
104530,KRETF.CSV,KIWOOM 고배당
148070,KRETF.CSV,KIWOOM 국고채10년
167860,KRETF.CSV,KIWOOM 국고채10년레버리지
471460,KRETF.CSV,KIWOOM 국고채30년액티브
114470,KRETF.CSV,KIWOOM 국고채3년
473490,KRETF.CSV,KIWOOM 글로벌AI반도체
437550,KRETF.CSV,KIWOOM 글로벌리츠이지스액티브
489860,KRETF.CSV,KIWOOM 글로벌전력GRID인프라
473500,KRETF.CSV,KIWOOM 글로벌전력반도체
394350,KRETF.CSV,KIWOOM 글로벌퓨처모빌리티
130730,KRETF.CSV,KIWOOM 단기자금
419890,KRETF.CSV,KIWOOM 단기채권ESG액티브
411860,KRETF.CSV,KIWOOM 독일DAX
429870,KRETF.CSV,KIWOOM 리츠이지스액티브
476450,KRETF.CSV,KIWOOM 머니마켓액티브
430500,KRETF.CSV,KIWOOM 물가채KIS
426330,KRETF.CSV,KIWOOM 미국ETF산업STOXX
449770,KRETF.CSV,KIWOOM 미국S&P500
449780,KRETF.CSV,KIWOOM 미국S&P500(H)
453080,KRETF.CSV,KIWOOM 미국나스닥100(H)
460270,KRETF.CSV,KIWOOM 미국달러SOFR금리액티브(합성)
138230,KRETF.CSV,KIWOOM 미국달러선물
225800,KRETF.CSV,KIWOOM 미국달러선물레버리지
139660,KRETF.CSV,KIWOOM 미국달러선물인버스
230480,KRETF.CSV,KIWOOM 미국달러선물인버스2X
373790,KRETF.CSV,KIWOOM 미국방어배당성장나스닥
483030,KRETF.CSV,KIWOOM 미국블록버스터바이오테크의약품+
459790,KRETF.CSV,KIWOOM 미국성장기업30액티브
498270,KRETF.CSV,KIWOOM 미국양자컴퓨팅
474800,KRETF.CSV,KIWOOM 미국원유에너지기업
104520,KRETF.CSV,KIWOOM 블루칩
483020,KRETF.CSV,KIWOOM 의료AI
200250,KRETF.CSV,KIWOOM 인도Nifty50(합성)
454780,KRETF.CSV,KIWOOM 종합채권(AA-이상)액티브
441330,KRETF.CSV,KIWOOM 차이나A50커넥트MSCI
454180,KRETF.CSV,KIWOOM 차이나내수소비TOP CSI
496090,KRETF.CSV,KIWOOM 코리아밸류업
316670,KRETF.CSV,KIWOOM 코스닥150
291630,KRETF.CSV,KIWOOM 코스닥150선물레버리지
291620,KRETF.CSV,KIWOOM 코스닥150선물인버스
467540,KRETF.CSV,KIWOOM 코스닥글로벌
153270,KRETF.CSV,KIWOOM 코스피100
122260,KRETF.CSV,KIWOOM 통안채1년
069500,KRETF.CSV,KODEX 200
226980,KRETF.CSV,KODEX 200 중소형
337160,KRETF.CSV,KODEX 200ESG
363580,KRETF.CSV,KODEX 200IT TR
278530,KRETF.CSV,KODEX 200TR
337150,KRETF.CSV,KODEX 200exTOP
223190,KRETF.CSV,KODEX 200가치저변동
252650,KRETF.CSV,KODEX 200동일가중
360140,KRETF.CSV,KODEX 200롱코스닥150숏선물
284430,KRETF.CSV,KODEX 200미국채혼합
252670,KRETF.CSV,KODEX 200선물인버스2X
494890,KRETF.CSV,KODEX 200액티브
498400,KRETF.CSV,KODEX 200타겟위클리커버드콜
476810,KRETF.CSV,KODEX 25-11 은행채(AA-이상)PLUS액티브
467940,KRETF.CSV,KODEX 25-11 회사채(A+이상)액티브
491080,KRETF.CSV,KODEX 25-12 은행채(AAA)액티브
473290,KRETF.CSV,KODEX 26-12 회사채(AA-이상)액티브
0007F0,KRETF.CSV,KODEX 27-12 회사채(AA-이상)액티브
305720,KRETF.CSV,KODEX 2차전지산업
462330,KRETF.CSV,KODEX 2차전지산업레버리지
461950,KRETF.CSV,KODEX 2차전지핵심소재10
457690,KRETF.CSV,KODEX 33-06 국고채액티브
271060,KRETF.CSV,KODEX 3대농산물선물(H)
457700,KRETF.CSV,KODEX 53-09 국고채액티브
471990,KRETF.CSV,KODEX AI반도체핵심장비
487240,KRETF.CSV,KODEX AI전력핵심설비
481050,KRETF.CSV,KODEX CD1년금리플러스액티브(합성)
459580,KRETF.CSV,KODEX CD금리액티브(합성)
439860,KRETF.CSV,KODEX ESG종합채권(A-이상)액티브
266370,KRETF.CSV,KODEX IT
368680,KRETF.CSV,KODEX K-뉴딜디지털플러스
445290,KRETF.CSV,KODEX K-로봇액티브
401470,KRETF.CSV,KODEX K-메타버스액티브
385520,KRETF.CSV,KODEX K-미래차액티브
385510,KRETF.CSV,KODEX K-신재생에너지액티브
373490,KRETF.CSV,KODEX K-이노베이션액티브
445150,KRETF.CSV,KODEX K-친환경조선해운액티브
423160,KRETF.CSV,KODEX KOFR금리액티브(합성)
292190,KRETF.CSV,KODEX KRX300
306950,KRETF.CSV,KODEX KRX300레버리지
229720,KRETF.CSV,KODEX KTOP30
291890,KRETF.CSV,KODEX MSCI EM선물(H)
289040,KRETF.CSV,KODEX MSCI KOREA ESG유니버설
156080,KRETF.CSV,KODEX MSCI Korea
278540,KRETF.CSV,KODEX MSCI Korea TR
275280,KRETF.CSV,KODEX MSCI모멘텀
275290,KRETF.CSV,KODEX MSCI밸류
275300,KRETF.CSV,KODEX MSCI퀄리티
269420,KRETF.CSV,KODEX S&P글로벌인프라(합성)
433970,KRETF.CSV,KODEX TDF2030액티브
433980,KRETF.CSV,KODEX TDF2040액티브
434060,KRETF.CSV,KODEX TDF2050액티브
329650,KRETF.CSV,KODEX TRF3070
329660,KRETF.CSV,KODEX TRF5050
329670,KRETF.CSV,KODEX TRF7030
395170,KRETF.CSV,KODEX Top10동일가중
315930,KRETF.CSV,KODEX Top5PlusTR
261220,KRETF.CSV,KODEX WTI원유선물(H)
271050,KRETF.CSV,KODEX WTI원유선물인버스(H)
468370,KRETF.CSV,KODEX iShares미국인플레이션국채액티브
468630,KRETF.CSV,KODEX iShares미국투자등급회사채액티브
468380,KRETF.CSV,KODEX iShares미국하이일드액티브
117700,KRETF.CSV,KODEX 건설
300950,KRETF.CSV,KODEX 게임산업
266390,KRETF.CSV,KODEX 경기소비재
279530,KRETF.CSV,KODEX 고배당
132030,KRETF.CSV,KODEX 골드선물(H)
280940,KRETF.CSV,KODEX 골드선물인버스(H)
138910,KRETF.CSV,KODEX 구리선물(H)
471230,KRETF.CSV,KODEX 국고채10년액티브
439870,KRETF.CSV,KODEX 국고채30년액티브
114260,KRETF.CSV,KODEX 국고채3년
152380,KRETF.CSV,KODEX 국채선물10년
176950,KRETF.CSV,KODEX 국채선물10년인버스
292770,KRETF.CSV,KODEX 국채선물3년인버스
276990,KRETF.CSV,KODEX 글로벌로봇(합성)
476070,KRETF.CSV,KODEX 글로벌비만치료제TOP2 Plus
498410,KRETF.CSV,KODEX 금융고배당TOP10타겟위클리커버드콜
102960,KRETF.CSV,KODEX 기계장비
404260,KRETF.CSV,KODEX 기후변화솔루션
273140,KRETF.CSV,KODEX 단기변동금리부채권액티브
153130,KRETF.CSV,KODEX 단기채권
214980,KRETF.CSV,KODEX 단기채권PLUS
487950,KRETF.CSV,KODEX 대만테크고배당다우존스
122630,KRETF.CSV,KODEX 레버리지
488770,KRETF.CSV,KODEX 머니마켓액티브
321410,KRETF.CSV,KODEX 멀티에셋하이인컴(H)
337120,KRETF.CSV,KODEX 멀티팩터
244620,KRETF.CSV,KODEX 모멘텀Plus
308620,KRETF.CSV,KODEX 미국10년국채선물
484790,KRETF.CSV,KODEX 미국30년국채액티브(H)
304660,KRETF.CSV,KODEX 미국30년국채울트라선물(H)
304670,KRETF.CSV,KODEX 미국30년국채울트라선물인버스(H)
481060,KRETF.CSV,KODEX 미국30년국채타겟커버드콜(합성 H)
487230,KRETF.CSV,KODEX 미국AI전력핵심인프라
485540,KRETF.CSV,KODEX 미국AI테크TOP10
483280,KRETF.CSV,KODEX 미국AI테크TOP10타겟커버드콜
428560,KRETF.CSV,KODEX 미국ETF산업Top10 Indxx
449180,KRETF.CSV,KODEX 미국S&P500(H)
379800,KRETF.CSV,KODEX 미국S&P500TR
453660,KRETF.CSV,KODEX 미국S&P500경기소비재
453650,KRETF.CSV,KODEX 미국S&P500금융
0005A0,KRETF.CSV,KODEX 미국S&P500데일리커버드콜OTM
276970,KRETF.CSV,KODEX 미국S&P500배당귀족커버드콜(합성 H)
200030,KRETF.CSV,KODEX 미국S&P500산업재(합성)
219480,KRETF.CSV,KODEX 미국S&P500선물(H)
218420,KRETF.CSV,KODEX 미국S&P500에너지(합성)
463640,KRETF.CSV,KODEX 미국S&P500유틸리티
463690,KRETF.CSV,KODEX 미국S&P500커뮤니케이션
463680,KRETF.CSV,KODEX 미국S&P500테크놀로지
453630,KRETF.CSV,KODEX 미국S&P500필수소비재
453640,KRETF.CSV,KODEX 미국S&P500헬스케어
185680,KRETF.CSV,KODEX 미국S&P바이오(합성)
449190,KRETF.CSV,KODEX 미국나스닥100(H)
379810,KRETF.CSV,KODEX 미국나스닥100TR
494300,KRETF.CSV,KODEX 미국나스닥100데일리커버드콜OTM
409820,KRETF.CSV,KODEX 미국나스닥100레버리지(합성 H)
304940,KRETF.CSV,KODEX 미국나스닥100선물(H)
409810,KRETF.CSV,KODEX 미국나스닥100선물인버스(H)
455030,KRETF.CSV,KODEX 미국달러SOFR금리액티브(합성)
261240,KRETF.CSV,KODEX 미국달러선물
261250,KRETF.CSV,KODEX 미국달러선물레버리지
261270,KRETF.CSV,KODEX 미국달러선물인버스
261260,KRETF.CSV,KODEX 미국달러선물인버스2X
280930,KRETF.CSV,KODEX 미국러셀2000(H)
411420,KRETF.CSV,KODEX 미국메타버스나스닥액티브
390390,KRETF.CSV,KODEX 미국반도체MV
489250,KRETF.CSV,KODEX 미국배당다우존스
483290,KRETF.CSV,KODEX 미국배당다우존스타겟커버드콜
441640,KRETF.CSV,KODEX 미국배당커버드콜액티브
352560,KRETF.CSV,KODEX 미국부동산리츠(H)
314250,KRETF.CSV,KODEX 미국빅테크10(H)
473460,KRETF.CSV,KODEX 미국서학개미
390400,KRETF.CSV,KODEX 미국스마트모빌리티S&P
437080,KRETF.CSV,KODEX 미국종합채권ESG액티브(H)
419420,KRETF.CSV,KODEX 미국클린에너지나스닥
491090,KRETF.CSV,KODEX 미국테크1조달러기업포커스
266360,KRETF.CSV,KODEX 미디어&엔터테인먼트
244580,KRETF.CSV,KODEX 바이오
091160,KRETF.CSV,KODEX 반도체
494310,KRETF.CSV,KODEX 반도체레버리지
325020,KRETF.CSV,KODEX 배당가치
211900,KRETF.CSV,KODEX 배당성장
237370,KRETF.CSV,KODEX 배당성장채권혼합
244670,KRETF.CSV,KODEX 밸류Plus
140700,KRETF.CSV,KODEX 보험
102780,KRETF.CSV,KODEX 삼성그룹
213610,KRETF.CSV,KODEX 삼성그룹밸류
448330,KRETF.CSV,KODEX 삼성전자채권혼합
251350,KRETF.CSV,KODEX 선진국MSCI World
325010,KRETF.CSV,KODEX 성장주
395160,KRETF.CSV,KODEX 시스템반도체
446690,KRETF.CSV,KODEX 아시아AI반도체exChina액티브
437070,KRETF.CSV,KODEX 아시아달러채권ESG플러스액티브
117460,KRETF.CSV,KODEX 에너지화학
140710,KRETF.CSV,KODEX 운송
395150,KRETF.CSV,KODEX 웹툰&드라마
456250,KRETF.CSV,KODEX 유럽명품TOP10 STOXX
400570,KRETF.CSV,KODEX 유럽탄소배출권선물ICE(H)
144600,KRETF.CSV,KODEX 은선물(H)
091170,KRETF.CSV,KODEX 은행
453810,KRETF.CSV,KODEX 인도Nifty50
453820,KRETF.CSV,KODEX 인도Nifty50레버리지(합성)
477730,KRETF.CSV,KODEX 인도타타그룹
114800,KRETF.CSV,KODEX 인버스
101280,KRETF.CSV,KODEX 일본TOPIX100
352540,KRETF.CSV,KODEX 일본부동산리츠(H)
091180,KRETF.CSV,KODEX 자동차
363570,KRETF.CSV,KODEX 장기종합채권(AA-이상)액티브
273130,KRETF.CSV,KODEX 종합채권(AA-이상)액티브
102970,KRETF.CSV,KODEX 증권
419430,KRETF.CSV,KODEX 차이나2차전지MSCI(합성)
169950,KRETF.CSV,KODEX 차이나A50
283580,KRETF.CSV,KODEX 차이나CSI300
099140,KRETF.CSV,KODEX 차이나H
204450,KRETF.CSV,KODEX 차이나H레버리지(H)
415340,KRETF.CSV,KODEX 차이나과창판STAR50(합성)
428510,KRETF.CSV,KODEX 차이나메타버스액티브
256750,KRETF.CSV,KODEX 차이나심천ChiNext(합성)
372330,KRETF.CSV,KODEX 차이나항셍테크
117680,KRETF.CSV,KODEX 철강
279540,KRETF.CSV,KODEX 최소변동성
495850,KRETF.CSV,KODEX 코리아밸류업
229200,KRETF.CSV,KODEX 코스닥150
233740,KRETF.CSV,KODEX 코스닥150레버리지
360150,KRETF.CSV,KODEX 코스닥150롱코스피200숏선물
251340,KRETF.CSV,KODEX 코스닥150선물인버스
461450,KRETF.CSV,KODEX 코스닥글로벌
226490,KRETF.CSV,KODEX 코스피
237350,KRETF.CSV,KODEX 코스피100
359210,KRETF.CSV,KODEX 코스피TR
337140,KRETF.CSV,KODEX 코스피대형주
138920,KRETF.CSV,KODEX 콩선물(H)
244660,KRETF.CSV,KODEX 퀄리티Plus
375770,KRETF.CSV,KODEX 탄소효율그린뉴딜
459560,KRETF.CSV,KODEX 테슬라밸류체인FactSet
475080,KRETF.CSV,KODEX 테슬라커버드콜채권혼합액티브
266410,KRETF.CSV,KODEX 필수소비재
298770,KRETF.CSV,KODEX 한국대만IT프리미어
476800,KRETF.CSV,KODEX 한국부동산리츠인프라
450190,KRETF.CSV,KODEX 한중반도체(합성)
450180,KRETF.CSV,KODEX 한중전기차(합성)
266420,KRETF.CSV,KODEX 헬스케어
364690,KRETF.CSV,KODEX 혁신기술테마액티브
487130,KRETF.CSV,KoAct AI인프라액티브
471040,KRETF.CSV,KoAct 글로벌AI&로봇액티브
475070,KRETF.CSV,KoAct 글로벌기후테크인프라액티브
490330,KRETF.CSV,KoAct 미국뇌질환치료제액티브
497780,KRETF.CSV,KoAct 미국천연가스인프라액티브
462900,KRETF.CSV,KoAct 바이오헬스케어액티브
476850,KRETF.CSV,KoAct 배당성장액티브
495230,KRETF.CSV,KoAct 코리아밸류업액티브
482030,KRETF.CSV,KoAct 테크핵심소재공급망액티브
152100,KRETF.CSV,PLUS 200
491220,KRETF.CSV,PLUS 200TR
253150,KRETF.CSV,PLUS 200선물레버리지
253160,KRETF.CSV,PLUS 200선물인버스2X
395750,KRETF.CSV,PLUS ESG가치주액티브
395760,KRETF.CSV,PLUS ESG성장주액티브
453010,KRETF.CSV,PLUS KOFR금리
429740,KRETF.CSV,PLUS K리츠
449450,KRETF.CSV,PLUS K방산
269530,KRETF.CSV,PLUS S&P글로벌인프라
433850,KRETF.CSV,PLUS TDF2030액티브
433860,KRETF.CSV,PLUS TDF2040액티브
433870,KRETF.CSV,PLUS TDF2050액티브
433880,KRETF.CSV,PLUS TDF2060액티브
251590,KRETF.CSV,PLUS 고배당저변동50
161510,KRETF.CSV,PLUS 고배당주
489030,KRETF.CSV,PLUS 고배당주위클리커버드콜
251600,KRETF.CSV,PLUS 고배당주채권혼합
461460,KRETF.CSV,PLUS 국고채10년액티브
451600,KRETF.CSV,PLUS 국고채30년액티브
491230,KRETF.CSV,PLUS 국공채머니마켓액티브
289670,KRETF.CSV,PLUS 국채선물10년
298340,KRETF.CSV,PLUS 국채선물3년
