코드/티커,국가,이름
438210,KRETF.CSV,PLUS 글로벌AI
489010,KRETF.CSV,PLUS 글로벌AI인프라
442580,KRETF.CSV,PLUS 글로벌HBM반도체
189400,KRETF.CSV,PLUS 글로벌MSCI(합성 H)
496770,KRETF.CSV,PLUS 글로벌방산
419650,KRETF.CSV,PLUS 글로벌수소&차세대연료전지
0007G0,KRETF.CSV,PLUS 글로벌원자력밸류체인
415920,KRETF.CSV,PLUS 글로벌희토류&전략자원생산기업
278620,KRETF.CSV,PLUS 단기채권액티브
477050,KRETF.CSV,PLUS 머니마켓액티브
429760,KRETF.CSV,PLUS 미국S&P500
269540,KRETF.CSV,PLUS 미국S&P500(H)
494410,KRETF.CSV,PLUS 미국S&P500성장주
287180,KRETF.CSV,PLUS 미국나스닥테크
213630,KRETF.CSV,PLUS 미국다우존스고배당주(합성 H)
332610,KRETF.CSV,PLUS 미국단기회사채(AAA~A)
456200,KRETF.CSV,PLUS 미국달러SOFR금리액티브(합성)
426410,KRETF.CSV,PLUS 미국대체투자Top10
494420,KRETF.CSV,PLUS 미국배당증가성장주데일리커버드콜
332620,KRETF.CSV,PLUS 미국장기우량회사채
464470,KRETF.CSV,PLUS 미국채30년액티브
461900,KRETF.CSV,PLUS 미국테크TOP10
461910,KRETF.CSV,PLUS 미국테크TOP10레버리지(합성)
195970,KRETF.CSV,PLUS 선진국MSCI(합성 H)
238670,KRETF.CSV,PLUS 스마트베타Quality채권혼합
195980,KRETF.CSV,PLUS 신흥국MSCI(합성 H)
373530,KRETF.CSV,PLUS 신흥국MSCI인버스(합성 H)
256450,KRETF.CSV,PLUS 심천차이넥스트(합성)
447660,KRETF.CSV,PLUS 애플채권혼합
239660,KRETF.CSV,PLUS 우량회사채50
421320,KRETF.CSV,PLUS 우주항공&UAM
464920,KRETF.CSV,PLUS 일본반도체소부장
489000,KRETF.CSV,PLUS 일본엔화초단기국채(합성)
451000,KRETF.CSV,PLUS 종합채권(AA-이상)액티브
280920,KRETF.CSV,PLUS 주도업종
266550,KRETF.CSV,PLUS 중형주저변동50
495040,KRETF.CSV,PLUS 코리아밸류업
301400,KRETF.CSV,PLUS 코스닥150
301410,KRETF.CSV,PLUS 코스닥150선물인버스
227830,KRETF.CSV,PLUS 코스피
122090,KRETF.CSV,PLUS 코스피50
328370,KRETF.CSV,PLUS 코스피TR
457990,KRETF.CSV,PLUS 태양광&ESS
0000J0,KRETF.CSV,PLUS 한화그룹주
148020,KRETF.CSV,RISE 200
361580,KRETF.CSV,RISE 200TR
290080,KRETF.CSV,RISE 200고배당커버드콜ATM
284980,KRETF.CSV,RISE 200금융
252400,KRETF.CSV,RISE 200선물레버리지
252410,KRETF.CSV,RISE 200선물인버스
252420,KRETF.CSV,RISE 200선물인버스2X
475720,KRETF.CSV,RISE 200위클리커버드콜
464540,KRETF.CSV,RISE 25-03 회사채(AA-이상)액티브
483230,KRETF.CSV,RISE 25-06 은행채(AA+이상)액티브
448600,KRETF.CSV,RISE 25-11 회사채(AA-이상)액티브
465330,KRETF.CSV,RISE 2차전지TOP10
465350,KRETF.CSV,RISE 2차전지TOP10인버스(합성)
422420,KRETF.CSV,RISE 2차전지액티브
367760,KRETF.CSV,RISE 5G테크
105780,KRETF.CSV,RISE 5대그룹주
469070,KRETF.CSV,RISE AI&로봇
477080,KRETF.CSV,RISE CD금리액티브(합성)
290130,KRETF.CSV,RISE ESG사회책임투자
326240,KRETF.CSV,RISE IT플러스
385560,KRETF.CSV,RISE KIS국고채30년Enhanced
479520,KRETF.CSV,RISE KOFR금리액티브(합성)
270800,KRETF.CSV,RISE KQ고배당
292050,KRETF.CSV,RISE KRX300
442550,KRETF.CSV,RISE TDF2030액티브
442560,KRETF.CSV,RISE TDF2040액티브
442570,KRETF.CSV,RISE TDF2050액티브
234310,KRETF.CSV,RISE V&S셀렉트밸류
241390,KRETF.CSV,RISE V&S셀렉트밸류채권혼합
300640,KRETF.CSV,RISE 게임테마
266160,KRETF.CSV,RISE 고배당
481430,KRETF.CSV,RISE 국고채10년액티브
114100,KRETF.CSV,RISE 국고채3년
282000,KRETF.CSV,RISE 국고채3년선물인버스
451670,KRETF.CSV,RISE 국채30년레버리지(합성)
295000,KRETF.CSV,RISE 국채선물10년
295020,KRETF.CSV,RISE 국채선물10년인버스
432600,KRETF.CSV,RISE 국채선물3년
397420,KRETF.CSV,RISE 국채선물5년추종
397410,KRETF.CSV,RISE 국채선물5년추종인버스
437370,KRETF.CSV,RISE 글로벌농업경제
375270,KRETF.CSV,RISE 글로벌데이터센터리츠(합성)
475380,KRETF.CSV,RISE 글로벌리얼티인컴
476310,KRETF.CSV,RISE 글로벌비만산업TOP2+
417450,KRETF.CSV,RISE 글로벌수소경제
442320,KRETF.CSV,RISE 글로벌원자력
461490,KRETF.CSV,RISE 글로벌자산배분액티브
459750,KRETF.CSV,RISE 글로벌주식분산액티브
399580,KRETF.CSV,RISE 글로벌클린에너지
276650,KRETF.CSV,RISE 글로벌테크놀로지(합성 H)
336160,KRETF.CSV,RISE 금융채액티브
326230,KRETF.CSV,RISE 내수주플러스
272560,KRETF.CSV,RISE 단기국공채액티브
385550,KRETF.CSV,RISE 단기종합채권(AA-이상)액티브
196230,KRETF.CSV,RISE 단기통안채
315960,KRETF.CSV,RISE 대형고배당10TR
455890,KRETF.CSV,RISE 머니마켓액티브
401170,KRETF.CSV,RISE 메타버스
481340,KRETF.CSV,RISE 미국30년국채액티브
472870,KRETF.CSV,RISE 미국30년국채엔화노출(합성 H)
472830,KRETF.CSV,RISE 미국30년국채커버드콜(합성)
485690,KRETF.CSV,RISE 미국AI밸류체인TOP3Plus
490590,KRETF.CSV,RISE 미국AI밸류체인데일리고정커버드콜
495940,KRETF.CSV,RISE 미국AI테크액티브
379780,KRETF.CSV,RISE 미국S&P500
453330,KRETF.CSV,RISE 미국S&P500(H)
0005C0,KRETF.CSV,RISE 미국S&P500엔화노출(합성 H)
460660,KRETF.CSV,RISE 미국S&P배당킹
219390,KRETF.CSV,RISE 미국S&P원유생산기업(합성 H)
354240,KRETF.CSV,RISE 미국고정배당우선증권 TR
368590,KRETF.CSV,RISE 미국나스닥100
437350,KRETF.CSV,RISE 미국단기투자등급회사채액티브
455960,KRETF.CSV,RISE 미국달러SOFR금리액티브(합성)
469530,KRETF.CSV,RISE 미국달러선물인버스
469060,KRETF.CSV,RISE 미국반도체NYSE
469050,KRETF.CSV,RISE 미국반도체NYSE(H)
491630,KRETF.CSV,RISE 미국반도체인버스(합성 H)
490600,KRETF.CSV,RISE 미국배당100데일리고정커버드콜
449580,KRETF.CSV,RISE 미국빅데이터Top3채권혼합
267440,KRETF.CSV,RISE 미국장기국채선물(H)
267490,KRETF.CSV,RISE 미국장기국채선물레버리지(합성 H)
267450,KRETF.CSV,RISE 미국장기국채선물인버스(H)
491620,KRETF.CSV,RISE 미국테크100데일리고정커버드콜
0000Z0,KRETF.CSV,RISE 바이오TOP10액티브
446700,KRETF.CSV,RISE 배터리 리사이클링
475350,KRETF.CSV,RISE 버크셔포트폴리오TOP10
388420,KRETF.CSV,RISE 비메모리반도체액티브
448630,KRETF.CSV,RISE 삼성그룹Top3채권혼합
367770,KRETF.CSV,RISE 수소경제테마
140570,KRETF.CSV,RISE 수출주
140580,KRETF.CSV,RISE 우량업종대표주
379790,KRETF.CSV,RISE 유로스탁스50(H)
488480,KRETF.CSV,RISE 일본섹터TOP4Plus
385540,KRETF.CSV,RISE 종합채권(A-이상)액티브
183710,KRETF.CSV,RISE 주식혼합
310080,KRETF.CSV,RISE 중국MSCI China(H)
463300,KRETF.CSV,RISE 중국본토CSI300
174360,KRETF.CSV,RISE 중국본토대형주CSI100
136340,KRETF.CSV,RISE 중기우량회사채
281990,KRETF.CSV,RISE 중소형고배당
272570,KRETF.CSV,RISE 중장기국공채액티브
250730,KRETF.CSV,RISE 차이나HSCEI(H)
291680,KRETF.CSV,RISE 차이나H선물인버스(H)
371150,KRETF.CSV,RISE 차이나항셍테크
183700,KRETF.CSV,RISE 채권혼합
388280,KRETF.CSV,RISE 컨택트대표
498860,KRETF.CSV,RISE 코리아금융고배당
495050,KRETF.CSV,RISE 코리아밸류업
270810,KRETF.CSV,RISE 코스닥150
278240,KRETF.CSV,RISE 코스닥150선물레버리지
275750,KRETF.CSV,RISE 코스닥150선물인버스
302450,KRETF.CSV,RISE 코스피
334690,KRETF.CSV,RISE 팔라듐선물(H)
334700,KRETF.CSV,RISE 팔라듐선물인버스(H)
427120,KRETF.CSV,RISE 플랫폼테마
253280,KRETF.CSV,RISE 헬스케어
253290,KRETF.CSV,RISE 헬스케어채권혼합
411540,KRETF.CSV,SOL 200 Top10
295040,KRETF.CSV,SOL 200TR
462540,KRETF.CSV,SOL 25-09 회사채(AA-이상)액티브
488980,KRETF.CSV,SOL 26-12 회사채(AA-이상)액티브
455860,KRETF.CSV,SOL 2차전지소부장Fn
455850,KRETF.CSV,SOL AI반도체소부장
497880,KRETF.CSV,SOL CD금리&머니마켓액티브
444200,KRETF.CSV,SOL KEDI메가테크액티브
363510,KRETF.CSV,SOL KIS단기통안채
292500,KRETF.CSV,SOL KRX300
404650,KRETF.CSV,SOL KRX기후변화솔루션
490480,KRETF.CSV,SOL K방산
438570,KRETF.CSV,SOL 국고채10년
474390,KRETF.CSV,SOL 국고채30년액티브
438560,KRETF.CSV,SOL 국고채3년
400590,KRETF.CSV,SOL 글로벌탄소배출권선물ICE(합성)
484880,KRETF.CSV,SOL 금융지주플러스고배당
484890,KRETF.CSV,SOL 머니마켓액티브
461600,KRETF.CSV,SOL 미국30년국채액티브(H)
473330,KRETF.CSV,SOL 미국30년국채커버드콜(합성)
494210,KRETF.CSV,SOL 미국500타겟커버드콜액티브
479620,KRETF.CSV,SOL 미국AI반도체칩메이커
481180,KRETF.CSV,SOL 미국AI소프트웨어
486450,KRETF.CSV,SOL 미국AI전력인프라
433330,KRETF.CSV,SOL 미국S&P500
399110,KRETF.CSV,SOL 미국S&P500ESG
499150,KRETF.CSV,SOL 미국S&P500엔화노출(H)
447620,KRETF.CSV,SOL 미국TOP5채권혼합40 Solactive
476030,KRETF.CSV,SOL 미국나스닥100
446720,KRETF.CSV,SOL 미국배당다우존스
452360,KRETF.CSV,SOL 미국배당다우존스(H)
493420,KRETF.CSV,SOL 미국배당다우존스TR
490490,KRETF.CSV,SOL 미국배당미국채혼합50
481190,KRETF.CSV,SOL 미국테크TOP10
481200,KRETF.CSV,SOL 미국테크TOP10인버스(합성)
475300,KRETF.CSV,SOL 반도체전공정
475310,KRETF.CSV,SOL 반도체후공정
400580,KRETF.CSV,SOL 유럽탄소배출권선물S&P(H)
459370,KRETF.CSV,SOL 유럽탄소배출권선물인버스ICE(H)
464610,KRETF.CSV,SOL 의료기기소부장Fn
466930,KRETF.CSV,SOL 자동차TOP3플러스
464600,KRETF.CSV,SOL 자동차소부장Fn
0005D0,KRETF.CSV,SOL 전고체배터리&실리콘음극재
466920,KRETF.CSV,SOL 조선TOP3플러스
436140,KRETF.CSV,SOL 종합채권(AA-이상)액티브
220130,KRETF.CSV,SOL 차이나강소기업CSI500(합성 H)
415760,KRETF.CSV,SOL 차이나육성산업액티브(합성)
413220,KRETF.CSV,SOL 차이나태양광CSI(합성)
469830,KRETF.CSV,SOL 초단기채권액티브
495550,KRETF.CSV,SOL 코리아밸류업TR
450910,KRETF.CSV,SOL 코스닥150
423170,KRETF.CSV,SOL 한국형글로벌반도체액티브
429980,KRETF.CSV,SOL 한국형글로벌전기차&2차전지액티브
0008T0,KRETF.CSV,SOL 화장품TOP3플러스
102110,KRETF.CSV,TIGER 200
139260,KRETF.CSV,TIGER 200 IT
139220,KRETF.CSV,TIGER 200 건설
139290,KRETF.CSV,TIGER 200 경기소비재
139270,KRETF.CSV,TIGER 200 금융
227550,KRETF.CSV,TIGER 200 산업재
227560,KRETF.CSV,TIGER 200 생활소비재
139250,KRETF.CSV,TIGER 200 에너지화학
139230,KRETF.CSV,TIGER 200 중공업
139240,KRETF.CSV,TIGER 200 철강소재
227540,KRETF.CSV,TIGER 200 헬스케어
243880,KRETF.CSV,TIGER 200IT레버리지
310960,KRETF.CSV,TIGER 200TR
252000,KRETF.CSV,TIGER 200동일가중
267770,KRETF.CSV,TIGER 200선물레버리지
252710,KRETF.CSV,TIGER 200선물인버스2X
243890,KRETF.CSV,TIGER 200에너지화학레버리지
315270,KRETF.CSV,TIGER 200커뮤니케이션서비스
289480,KRETF.CSV,TIGER 200커버드콜
166400,KRETF.CSV,TIGER 200커버드콜OTM
453540,KRETF.CSV,TIGER 25-10 회사채(A+이상)액티브
494900,KRETF.CSV,TIGER 25-12 금융채(AA-이상)
0001S0,KRETF.CSV,TIGER 26-04 회사채(A+이상)액티브
480260,KRETF.CSV,TIGER 27-04회사채(A+이상)액티브
364980,KRETF.CSV,TIGER 2차전지TOP10
412570,KRETF.CSV,TIGER 2차전지TOP10레버리지
462010,KRETF.CSV,TIGER 2차전지소재Fn
305540,KRETF.CSV,TIGER 2차전지테마
471760,KRETF.CSV,TIGER AI반도체핵심공정
365040,KRETF.CSV,TIGER AI코리아그로스액티브
364960,KRETF.CSV,TIGER BBIG
412560,KRETF.CSV,TIGER BBIG레버리지
475630,KRETF.CSV,TIGER CD1년금리액티브(합성)
357870,KRETF.CSV,TIGER CD금리투자KIS(합성)
499660,KRETF.CSV,TIGER CD금리플러스액티브(합성)
400970,KRETF.CSV,TIGER Fn메타버스
396500,KRETF.CSV,TIGER Fn반도체TOP10
377990,KRETF.CSV,TIGER Fn신재생에너지
417630,KRETF.CSV,TIGER KEDI혁신기업ESG30
449170,KRETF.CSV,TIGER KOFR금리액티브(합성)
292160,KRETF.CSV,TIGER KRX300
404540,KRETF.CSV,TIGER KRX기후변화솔루션
228820,KRETF.CSV,TIGER KTOP30
300610,KRETF.CSV,TIGER K게임
138530,KRETF.CSV,TIGER LG그룹+펀더멘털
445910,KRETF.CSV,TIGER MKF배당귀족
289260,KRETF.CSV,TIGER MSCI KOREA ESG리더스
289250,KRETF.CSV,TIGER MSCI KOREA ESG유니버설
310970,KRETF.CSV,TIGER MSCI Korea TR
269370,KRETF.CSV,TIGER S&P글로벌인프라(합성)
248270,KRETF.CSV,TIGER S&P글로벌헬스케어(합성)
292150,KRETF.CSV,TIGER TOP10
453950,KRETF.CSV,TIGER TSMC파운드리밸류체인
364990,KRETF.CSV,TIGER 게임TOP10
139280,KRETF.CSV,TIGER 경기방어
237440,KRETF.CSV,TIGER 경기방어채권혼합
319640,KRETF.CSV,TIGER 골드선물(H)
160580,KRETF.CSV,TIGER 구리실물
451530,KRETF.CSV,TIGER 국고채30년스트립액티브
114820,KRETF.CSV,TIGER 국채3년
275980,KRETF.CSV,TIGER 글로벌4차산업혁신기술(합성 H)
464310,KRETF.CSV,TIGER 글로벌AI&로보틱스 INDXX
466950,KRETF.CSV,TIGER 글로벌AI액티브
491010,KRETF.CSV,TIGER 글로벌AI인프라액티브
394670,KRETF.CSV,TIGER 글로벌리튬&2차전지SOLACTIVE(합성)
440340,KRETF.CSV,TIGER 글로벌멀티에셋TIF액티브
412770,KRETF.CSV,TIGER 글로벌메타버스액티브
476690,KRETF.CSV,TIGER 글로벌비만치료제TOP2Plus
418670,KRETF.CSV,TIGER 글로벌사이버보안INDXX
480310,KRETF.CSV,TIGER 글로벌온디바이스AI
387270,KRETF.CSV,TIGER 글로벌이노베이션액티브
276000,KRETF.CSV,TIGER 글로벌자원생산기업(합성 H)
394660,KRETF.CSV,TIGER 글로벌자율주행&전기차SOLACTIVE
371450,KRETF.CSV,TIGER 글로벌클라우드컴퓨팅INDXX
464930,KRETF.CSV,TIGER 글로벌혁신블루칩TOP10
139310,KRETF.CSV,TIGER 금속선물(H)
139320,KRETF.CSV,TIGER 금은선물(H)
137610,KRETF.CSV,TIGER 농산물선물Enhanced(H)
182490,KRETF.CSV,TIGER 단기선진하이일드(합성 H)
272580,KRETF.CSV,TIGER 단기채권액티브
157450,KRETF.CSV,TIGER 단기통안채
105010,KRETF.CSV,TIGER 라틴35
123320,KRETF.CSV,TIGER 레버리지
174350,KRETF.CSV,TIGER 로우볼
329200,KRETF.CSV,TIGER 리츠부동산인프라
341850,KRETF.CSV,TIGER 리츠부동산인프라채권TR KIS
147970,KRETF.CSV,TIGER 모멘텀
458250,KRETF.CSV,TIGER 미국30년국채스트립액티브(합성 H)
476550,KRETF.CSV,TIGER 미국30년국채커버드콜액티브(H)
491830,KRETF.CSV,TIGER 미국AI반도체팹리스
490090,KRETF.CSV,TIGER 미국AI빅테크10
493810,KRETF.CSV,TIGER 미국AI빅테크10타겟데일리커버드콜
182480,KRETF.CSV,TIGER 미국MSCI리츠(합성 H)
360750,KRETF.CSV,TIGER 미국S&P500
448290,KRETF.CSV,TIGER 미국S&P500TR(H)
488500,KRETF.CSV,TIGER 미국S&P500동일가중
225040,KRETF.CSV,TIGER 미국S&P500레버리지(합성 H)
429000,KRETF.CSV,TIGER 미국S&P500배당귀족
143850,KRETF.CSV,TIGER 미국S&P500선물(H)
225030,KRETF.CSV,TIGER 미국S&P500선물인버스(H)
482730,KRETF.CSV,TIGER 미국S&P500타겟데일리커버드콜
133690,KRETF.CSV,TIGER 미국나스닥100
483240,KRETF.CSV,TIGER 미국나스닥100ETF선물
448300,KRETF.CSV,TIGER 미국나스닥100TR(H)
435420,KRETF.CSV,TIGER 미국나스닥100TR채권혼합Fn
418660,KRETF.CSV,TIGER 미국나스닥100레버리지(합성)
441680,KRETF.CSV,TIGER 미국나스닥100커버드콜(합성)
486290,KRETF.CSV,TIGER 미국나스닥100타겟데일리커버드콜
429010,KRETF.CSV,TIGER 미국나스닥넥스트100
203780,KRETF.CSV,TIGER 미국나스닥바이오
245340,KRETF.CSV,TIGER 미국다우존스30
456610,KRETF.CSV,TIGER 미국달러SOFR금리액티브(합성)
329750,KRETF.CSV,TIGER 미국달러단기채권액티브
261110,KRETF.CSV,TIGER 미국달러선물레버리지
261120,KRETF.CSV,TIGER 미국달러선물인버스2X
494840,KRETF.CSV,TIGER 미국방산TOP10
458730,KRETF.CSV,TIGER 미국배당다우존스
0008S0,KRETF.CSV,TIGER 미국배당다우존스타겟데일리커버드콜
458750,KRETF.CSV,TIGER 미국배당다우존스타겟커버드콜1호
458760,KRETF.CSV,TIGER 미국배당다우존스타겟커버드콜2호
305080,KRETF.CSV,TIGER 미국채10년선물
465670,KRETF.CSV,TIGER 미국캐시카우100
381170,KRETF.CSV,TIGER 미국테크TOP10 INDXX
472160,KRETF.CSV,TIGER 미국테크TOP10 INDXX(H)
472170,KRETF.CSV,TIGER 미국테크TOP10채권혼합
474220,KRETF.CSV,TIGER 미국테크TOP10타겟커버드콜
458260,KRETF.CSV,TIGER 미국투자등급회사채액티브(H)
497570,KRETF.CSV,TIGER 미국필라델피아AI반도체나스닥
381180,KRETF.CSV,TIGER 미국필라델피아반도체나스닥
423920,KRETF.CSV,TIGER 미국필라델피아반도체레버리지(합성)
228810,KRETF.CSV,TIGER 미디어컨텐츠
364970,KRETF.CSV,TIGER 바이오TOP10
091230,KRETF.CSV,TIGER 반도체
488080,KRETF.CSV,TIGER 반도체TOP10레버리지
098560,KRETF.CSV,TIGER 방송통신
211560,KRETF.CSV,TIGER 배당성장
472150,KRETF.CSV,TIGER 배당커버드콜액티브
138520,KRETF.CSV,TIGER 삼성그룹펀더멘털
157490,KRETF.CSV,TIGER 소프트웨어
0000D0,KRETF.CSV,TIGER 엔비디아미국채커버드콜밸런스(합성)
228800,KRETF.CSV,TIGER 여행레저
227570,KRETF.CSV,TIGER 우량가치
261140,KRETF.CSV,TIGER 우선주
463250,KRETF.CSV,TIGER 우주방산
130680,KRETF.CSV,TIGER 원유선물Enhanced(H)
217770,KRETF.CSV,TIGER 원유선물인버스(H)
195930,KRETF.CSV,TIGER 유로스탁스50(합성 H)
225050,KRETF.CSV,TIGER 유로스탁스레버리지(합성 H)
245350,KRETF.CSV,TIGER 유로스탁스배당30
091220,KRETF.CSV,TIGER 은행
466940,KRETF.CSV,TIGER 은행고배당플러스TOP10
307510,KRETF.CSV,TIGER 의료기기
225060,KRETF.CSV,TIGER 이머징마켓MSCI레버리지(합성 H)
453870,KRETF.CSV,TIGER 인도니프티50
236350,KRETF.CSV,TIGER 인도니프티50레버리지(합성)
479730,KRETF.CSV,TIGER 인도빌리언컨슈머
123310,KRETF.CSV,TIGER 인버스
365000,KRETF.CSV,TIGER 인터넷TOP10
195920,KRETF.CSV,TIGER 일본TOPIX(합성 H)
241180,KRETF.CSV,TIGER 일본니케이225
465660,KRETF.CSV,TIGER 일본반도체FACTSET
292560,KRETF.CSV,TIGER 일본엔선물
494670,KRETF.CSV,TIGER 조선TOP10
451540,KRETF.CSV,TIGER 종합채권(AA-이상)액티브
150460,KRETF.CSV,TIGER 중국소비테마
302190,KRETF.CSV,TIGER 중장기국채
157500,KRETF.CSV,TIGER 증권
307520,KRETF.CSV,TIGER 지주회사
192090,KRETF.CSV,TIGER 차이나CSI300
204480,KRETF.CSV,TIGER 차이나CSI300레버리지(합성)
217780,KRETF.CSV,TIGER 차이나CSI300인버스(합성)
245360,KRETF.CSV,TIGER 차이나HSCEI
414780,KRETF.CSV,TIGER 차이나과창판STAR50(합성)
371470,KRETF.CSV,TIGER 차이나바이오테크SOLACTIVE
396520,KRETF.CSV,TIGER 차이나반도체FACTSET
371460,KRETF.CSV,TIGER 차이나전기차SOLACTIVE
456680,KRETF.CSV,TIGER 차이나전기차레버리지(합성)
396510,KRETF.CSV,TIGER 차이나클린에너지SOLACTIVE
117690,KRETF.CSV,TIGER 차이나항셍25
371160,KRETF.CSV,TIGER 차이나항셍테크
438320,KRETF.CSV,TIGER 차이나항셍테크레버리지(합성 H)
496080,KRETF.CSV,TIGER 코리아밸류업
471780,KRETF.CSV,TIGER 코리아테크액티브
232080,KRETF.CSV,TIGER 코스닥150
233160,KRETF.CSV,TIGER 코스닥150 레버리지
261060,KRETF.CSV,TIGER 코스닥150IT
261070,KRETF.CSV,TIGER 코스닥150바이오테크
250780,KRETF.CSV,TIGER 코스닥150선물인버스
461580,KRETF.CSV,TIGER 코스닥글로벌
277630,KRETF.CSV,TIGER 코스피
210780,KRETF.CSV,TIGER 코스피고배당
277640,KRETF.CSV,TIGER 코스피대형주
277650,KRETF.CSV,TIGER 코스피중형주
376410,KRETF.CSV,TIGER 탄소효율그린뉴딜
447770,KRETF.CSV,TIGER 테슬라채권혼합Fn
438330,KRETF.CSV,TIGER 투자등급회사채액티브
387280,KRETF.CSV,TIGER 퓨처모빌리티액티브
449690,KRETF.CSV,TIGER 한중반도체(합성)
449680,KRETF.CSV,TIGER 한중전기차(합성)
143860,KRETF.CSV,TIGER 헬스케어
138540,KRETF.CSV,TIGER 현대차그룹+펀더멘털
228790,KRETF.CSV,TIGER 화장품
441800,KRETF.CSV,TIMEFOLIO Korea플러스배당액티브
463050,KRETF.CSV,TIMEFOLIO K바이오액티브
404120,KRETF.CSV,TIMEFOLIO K신재생에너지액티브
385710,KRETF.CSV,TIMEFOLIO K이노베이션액티브
410870,KRETF.CSV,TIMEFOLIO K컬처액티브
456600,KRETF.CSV,TIMEFOLIO 글로벌AI인공지능액티브
494180,KRETF.CSV,TIMEFOLIO 글로벌소비트렌드액티브
485810,KRETF.CSV,TIMEFOLIO 글로벌안티에이징바이오액티브
478150,KRETF.CSV,TIMEFOLIO 글로벌우주테크&방산액티브
426020,KRETF.CSV,TIMEFOLIO 미국S&P500액티브
426030,KRETF.CSV,TIMEFOLIO 미국나스닥100액티브
495060,KRETF.CSV,TIMEFOLIO 코리아밸류업액티브
385720,KRETF.CSV,TIMEFOLIO 코스피액티브
108590,KRETF.CSV,TREX 200
145850,KRETF.CSV,TREX 펀더멘탈 200
472720,KRETF.CSV,TRUSTON 주주가치액티브
496130,KRETF.CSV,TRUSTON 코리아밸류업액티브
433250,KRETF.CSV,UNICORN R&D 액티브
494220,KRETF.CSV,UNICORN SK하이닉스밸류체인액티브
470310,KRETF.CSV,UNICORN 생성형AI강소기업액티브
476000,KRETF.CSV,UNICORN 포스트IPO액티브
422260,KRETF.CSV,VITA MZ소비액티브
452440,KRETF.CSV,VITA 밸류알파액티브
448100,KRETF.CSV,WON 200
468820,KRETF.CSV,WON 25-09 회사채(AA-이상)액티브
413930,KRETF.CSV,WON AI ESG액티브
458030,KRETF.CSV,WON 단기국공채액티브
426150,KRETF.CSV,WON 대한민국국고채액티브
444490,KRETF.CSV,WON 미국S&P500
489290,KRETF.CSV,WON 미국빌리어네어
440910,KRETF.CSV,WON 미국우주항공방산
474590,KRETF.CSV,WON 반도체밸류체인액티브
496020,KRETF.CSV,WON 전단채플러스액티브
488720,KRETF.CSV,WON 종합채권(AA-이상)액티브
480460,KRETF.CSV,WON 한국부동산TOP3플러스
488290,KRETF.CSV,마이다스 일본테크액티브
438740,KRETF.CSV,마이다스 중소형액티브
403790,KRETF.CSV,마이다스 코스피액티브
465780,KRETF.CSV,마이티 26-09 특수채(AAA)액티브
442260,KRETF.CSV,마이티 다이나믹퀀트액티브
0001P0,KRETF.CSV,마이티 바이오시밀러&CDMO액티브
159800,KRETF.CSV,마이티 코스피100
462340,KRETF.CSV,에셋플러스 글로벌다이나믹시니어액티브
433220,KRETF.CSV,에셋플러스 글로벌대장장이액티브
451150,KRETF.CSV,에셋플러스 글로벌영에이지액티브
477490,KRETF.CSV,에셋플러스 글로벌일등기업포커스10액티브
407830,KRETF.CSV,에셋플러스 글로벌플랫폼액티브
474920,KRETF.CSV,에셋플러스 차이나일등기업포커스10액티브
442090,KRETF.CSV,에셋플러스 코리아대장장이액티브
407820,KRETF.CSV,에셋플러스 코리아플랫폼액티브
152870,KRETF.CSV,파워 200
491510,KRETF.CSV,파워 K-주주가치액티브
192720,KRETF.CSV,파워 고배당저변동성
498180,KRETF.CSV,파워 종합채권(AA-이상)액티브
140950,KRETF.CSV,파워 코스피100
